lsoacode,population_21
E01000567,1408
E01000568,2219
E01000569,1460
E01000570,1536
E01000571,1791
E01000572,1489
E01000573,1691
E01000574,1651
E01000575,2141
E01000576,1842
E01000577,2523
E01000578,2315
E01000579,1560
E01000580,2090
E01000581,1477
E01000582,1837
E01000583,2028
E01000584,1579
E01000585,1519
E01000586,2370
E01000587,1633
E01000589,2547
E01000590,1953
E01000591,2199
E01000592,1818
E01000593,2098
E01000594,1817
E01000595,1789
E01000596,1837
E01000599,1890
E01000601,1392
E01000602,1449
E01000603,1435
E01000604,1736
E01000605,1749
E01000606,1846
E01000607,2547
E01000608,2330
E01000609,2064
E01000610,2205
E01000611,1902
E01000612,1765
E01000613,1741
E01000615,3200
E01000616,1953
E01000617,2228
E01000618,1699
E01000619,1714
E01000620,1765
E01000621,1811
E01000622,1952
E01000623,1891
E01000624,1756
E01000625,1697
E01000626,1521
E01000627,2084
E01000628,1760
E01000629,1969
E01000630,2674
E01000631,2066
E01000632,2499
E01000633,2602
E01000634,2634
E01000636,2628
E01000637,1506
E01000638,2134
E01000639,1738
E01000640,2248
E01000641,1950
E01000642,2212
E01000643,2200
E01000644,1910
E01033455,1114
E01033456,2636
E01033457,1982
E01033463,3162
E01033485,1647
E01033929,1303
E01033930,1840
E01033931,1369
E01033932,1686
E01033933,1474
E01033934,1665
E01033935,1998
E01033936,1654
E01033937,1160
E01033938,1277
E01033939,1919
E01033940,2360
E01033941,1490
E01033942,1599
E01000645,1437
E01000646,1795
E01000647,1695
E01000648,1920
E01000649,2066
E01000650,1816
E01000651,1719
E01000652,1700
E01000653,1527
E01000654,1275
E01000655,1326
E01000656,1489
E01000657,1566
E01000658,1342
E01000659,1422
E01000661,2834
E01000662,1823
E01000663,1699
E01000664,1641
E01000665,1857
E01000666,1918
E01000667,1656
E01000668,2199
E01000669,1774
E01000670,1919
E01000671,2271
E01000672,1674
E01000673,1653
E01000674,1681
E01000676,2046
E01000677,1899
E01000678,1818
E01000679,1810
E01000680,1664
E01000681,1763
E01000682,1586
E01000683,1705
E01000684,2116
E01000685,1612
E01000686,1509
E01000687,1530
E01000688,1366
E01000689,1625
E01000690,1432
E01000691,1526
E01000692,1669
E01000693,1481
E01000694,2271
E01000695,1518
E01000696,1628
E01000697,1812
E01000698,1193
E01000699,1440
E01000700,1520
E01000701,1434
E01000702,1405
E01000703,1727
E01000704,1492
E01000705,1348
E01000706,1392
E01000707,1520
E01000708,1651
E01000709,1420
E01000710,2346
E01000711,1880
E01000712,1771
E01000713,1867
E01000714,2142
E01000715,1767
E01000716,1647
E01000717,1696
E01000718,2065
E01000719,2113
E01000720,1799
E01000721,1602
E01000722,1884
E01000723,1249
E01000724,1716
E01000725,1769
E01000726,1300
E01000727,1661
E01000728,1621
E01000729,1947
E01000730,1841
E01000731,1389
E01000732,1509
E01000733,1637
E01000734,1405
E01000735,1572
E01000736,1646
E01000737,1368
E01000738,1696
E01000739,1702
E01000741,1785
E01000742,2096
E01000743,1832
E01000744,1532
E01000745,1878
E01000746,2021
E01000747,2040
E01000748,1666
E01000749,1611
E01000750,1461
E01000751,2269
E01000752,1761
E01000753,1925
E01000754,1737
E01000755,1638
E01000756,1735
E01000757,1568
E01000758,1474
E01000759,1638
E01000760,1669
E01000761,1569
E01000762,1740
E01000763,1437
E01000764,1827
E01000765,1788
E01000766,1852
E01000767,1634
E01000768,1465
E01000769,1380
E01000770,1490
E01000771,1680
E01000772,1589
E01000773,1594
E01000774,1496
E01000775,2277
E01000777,1631
E01000778,1631
E01000779,1388
E01000780,1608
E01000781,1606
E01000782,1513
E01000783,1592
E01000784,1531
E01000785,1585
E01000786,1469
E01000787,1458
E01000788,1648
E01000789,1845
E01000790,2290
E01000791,1497
E01000792,1512
E01000793,1548
E01000794,1567
E01000795,1428
E01000796,1546
E01000797,1647
E01000798,1542
E01000799,1813
E01000800,1653
E01000801,1510
E01000802,1856
E01000803,1581
E01000804,1461
E01000805,1690
E01000806,1745
E01000807,1641
E01000808,1607
E01000809,1596
E01000810,1538
E01000811,1366
E01000812,1640
E01000813,1585
E01000814,1576
E01000815,1500
E01000816,1549
E01000818,1676
E01000819,1845
E01000820,1634
E01000822,1612
E01000823,1722
E01000824,1396
E01000825,1685
E01000826,1639
E01000827,1790
E01000828,1703
E01000829,1765
E01000830,1631
E01000831,1738
E01000832,1593
E01000833,1476
E01000834,1366
E01000835,1771
E01000836,1411
E01000837,1560
E01000838,1407
E01000839,1358
E01000840,1497
E01000841,1713
E01032562,1592
E01032563,1448
E01032568,1487
E01032570,1739
E01034383,1277
E01034384,1333
E01034385,1439
E01034386,1224
E01000842,1476
E01000843,1166
E01000844,1597
E01000845,1532
E01000846,1478
E01000847,1598
E01000848,1531
E01000849,1340
E01000850,1411
E01000851,1472
E01000853,1430
E01000855,1327
E01000856,1575
E01000857,1392
E01000858,1992
E01000859,1486
E01000860,1131
E01000861,1380
E01000862,1712
E01000863,1479
E01000866,1941
E01000867,1772
E01000868,1764
E01000869,1962
E01000870,1592
E01000871,1649
E01000872,1748
E01000873,1586
E01000874,1499
E01000875,1566
E01000876,1979
E01000877,1481
E01000878,1720
E01000879,1272
E01000880,1427
E01000881,1406
E01000882,1423
E01000883,1531
E01000884,1488
E01000885,1274
E01000886,1338
E01000887,1401
E01000888,1464
E01000889,1767
E01000890,1320
E01000891,1478
E01000892,1797
E01000893,1379
E01000894,1273
E01000895,1554
E01000896,1476
E01000897,1586
E01000898,1599
E01000899,1583
E01000900,1676
E01000901,1982
E01000902,1431
E01000903,1424
E01000904,2085
E01000905,1904
E01000906,1468
E01000907,1451
E01000908,1507
E01000909,1617
E01000910,1326
E01000911,1461
E01000912,1581
E01000913,1629
E01000914,1402
E01000915,1496
E01000916,1872
E01000917,1632
E01000918,1805
E01000919,1459
E01000920,1639
E01000921,1867
E01000922,1929
E01000923,1450
E01000924,1576
E01000925,1526
E01000926,1448
E01000927,1487
E01000928,1694
E01000929,1907
E01000930,2106
E01000931,2056
E01000932,1735
E01000933,1744
E01000934,1488
E01000935,1580
E01000937,1113
E01000938,1383
E01000939,1446
E01000941,1205
E01000942,997
E01000943,1565
E01000944,1468
E01000946,1556
E01000947,1656
E01000948,1541
E01000949,1594
E01000951,1542
E01000952,1703
E01000954,1779
E01000955,1356
E01000956,1515
E01000957,1287
E01000958,2981
E01000959,1708
E01000960,1898
E01000961,1805
E01000962,1547
E01000963,1917
E01000964,1756
E01000965,1750
E01000966,1620
E01000967,1596
E01000968,1485
E01000969,1813
E01000970,1446
E01000971,1314
E01000972,1965
E01000973,2617
E01000974,1607
E01035707,2463
E01035708,1930
E01035709,1528
E01035710,2598
E01035711,2400
E01035712,2478
E01000975,2322
E01000976,2155
E01000977,1943
E01000978,1735
E01000979,1728
E01000980,1525
E01000981,1762
E01000982,1661
E01000983,1818
E01000984,1893
E01000985,1480
E01000986,1797
E01000987,1325
E01000989,1721
E01000990,1408
E01000991,1762
E01000992,1836
E01000993,1641
E01000994,1573
E01000995,1717
E01000996,1315
E01000997,1492
E01000998,1466
E01000999,1367
E01001000,1355
E01001001,1432
E01001002,1491
E01001003,1600
E01001004,2185
E01001005,1711
E01001006,1792
E01001007,1939
E01001008,1686
E01001009,2016
E01001010,1715
E01001011,2289
E01001012,2048
E01001013,2185
E01001015,1478
E01001016,1744
E01001017,1664
E01001018,1641
E01001019,1496
E01001020,1625
E01001021,1360
E01001022,1498
E01001023,2620
E01001024,1332
E01001025,1375
E01001026,1879
E01001027,2909
E01001028,1665
E01001029,1736
E01001030,1454
E01001031,1476
E01001032,1552
E01001033,1648
E01001034,1607
E01001035,1861
E01001036,1652
E01001037,1523
E01001038,1897
E01001039,1577
E01001040,1705
E01001041,1761
E01001042,2161
E01001044,2068
E01001046,1918
E01001047,1711
E01001049,1436
E01001050,1709
E01001051,1572
E01001052,1471
E01001053,1584
E01001054,1869
E01001055,1559
E01001056,1802
E01001057,1792
E01001058,1347
E01001059,1453
E01001060,1630
E01001061,1655
E01001062,1516
E01001063,1544
E01001064,1630
E01001065,1346
E01001066,1408
E01001067,1672
E01001068,1840
E01001069,1346
E01001070,1802
E01001071,1898
E01001072,1515
E01001073,1463
E01001074,1956
E01001075,1637
E01001076,1674
E01001077,1352
E01001078,1444
E01001079,1655
E01001080,1515
E01001081,1489
E01001082,1540
E01001083,1627
E01001084,1944
E01001085,1713
E01001086,1753
E01001087,2830
E01001088,1710
E01001089,1771
E01001090,2272
E01001091,1593
E01001092,1911
E01001093,1806
E01001094,1655
E01001095,1538
E01001096,1470
E01001097,2419
E01001098,1477
E01001099,1555
E01001100,1521
E01001101,1421
E01001102,1565
E01001103,1651
E01001104,1685
E01001105,1749
E01001106,1535
E01001107,1682
E01001108,1812
E01001109,2351
E01001110,2099
E01001111,1786
E01001112,1986
E01001113,2016
E01001114,1469
E01001115,1833
E01001116,1529
E01001118,2149
E01001119,1443
E01001120,1373
E01001121,1315
E01001122,1456
E01001123,1625
E01001124,1557
E01001125,1645
E01001126,1428
E01001127,1642
E01001128,1600
E01001129,1405
E01001130,1765
E01001131,1564
E01001132,1665
E01001133,1603
E01001134,1623
E01001135,1687
E01001136,2057
E01001137,2163
E01001138,1498
E01001139,1708
E01001140,1616
E01001141,1232
E01001142,1950
E01001143,1943
E01001144,1786
E01001145,1803
E01001146,1510
E01001147,1779
E01001148,1742
E01001149,1580
E01001150,1699
E01001151,1749
E01001152,2034
E01001153,1635
E01001154,1922
E01001155,1787
E01001156,1745
E01001157,1846
E01001158,1500
E01001159,1949
E01001160,1934
E01001161,1796
E01001162,1801
E01001163,1977
E01001164,1967
E01001165,1873
E01001166,1977
E01001167,2331
E01001168,1828
E01001169,1811
E01001170,1939
E01001171,1731
E01001172,2218
E01001173,2758
E01001174,1707
E01001175,1635
E01001176,1834
E01001177,1625
E01001178,1613
E01001179,1655
E01001180,1989
E01001181,2206
E01001182,1385
E01001183,1798
E01001184,1304
E01001185,1671
E01001186,1669
E01001187,1972
E01001188,1951
E01001189,1209
E01001190,1540
E01001191,2048
E01001192,1537
E01001193,1703
E01001194,1601
E01032569,1785
E01034139,1789
E01034140,1241
E01034141,1414
E01034142,1449
E01034143,1311
E01034144,1344
E01034145,1330
E01034146,1447
E01034147,1085
E01034148,1634
E01034149,2111
E01034150,1312
E01034151,1162
E01034152,1572
E01001195,1824
E01001196,1627
E01001197,1866
E01001198,1556
E01001199,1675
E01001200,1575
E01001201,1589
E01001202,2479
E01001203,1734
E01001204,1569
E01001205,1756
E01001206,1586
E01001207,1766
E01001208,1335
E01001209,1645
E01001210,1921
E01001211,1713
E01001212,1792
E01001213,1986
E01001214,1761
E01001215,2069
E01001216,1743
E01001217,1421
E01001218,2078
E01001219,2159
E01001220,1522
E01001223,1470
E01001224,1551
E01001225,1818
E01001226,1538
E01001227,1486
E01001228,1852
E01001229,1479
E01001230,1377
E01001231,2084
E01001232,1563
E01001233,1461
E01001234,1328
E01001235,1793
E01001236,1455
E01001237,1553
E01001239,1446
E01001240,1811
E01001241,1880
E01001242,1634
E01001243,2367
E01001244,2815
E01001245,2125
E01001246,1833
E01001247,2326
E01001248,1583
E01001249,2408
E01001250,2168
E01001251,1818
E01001252,2476
E01001253,2099
E01001254,1732
E01001255,1597
E01001257,2210
E01001258,1851
E01001259,1621
E01001260,2041
E01001261,2294
E01001262,1633
E01001263,1913
E01001264,1800
E01001265,1723
E01001266,1862
E01001267,2033
E01001268,1973
E01001269,2269
E01001270,1747
E01001271,1900
E01001272,1733
E01001273,1695
E01001274,1601
E01001275,1808
E01001276,1773
E01001277,2017
E01001278,2098
E01001279,1473
E01001280,1825
E01001281,1577
E01001282,1611
E01001283,1787
E01001284,1753
E01001285,1775
E01001286,1703
E01001287,1637
E01001288,1502
E01001289,1336
E01001290,2015
E01001291,1751
E01001292,1701
E01001293,1797
E01001294,2034
E01001295,1801
E01001296,1405
E01001297,1811
E01001298,2108
E01001299,1752
E01001300,1634
E01001301,1888
E01001302,1571
E01001303,1734
E01001304,1661
E01001305,1706
E01001306,1627
E01001307,1895
E01001308,1970
E01001309,1832
E01001310,2184
E01001311,2512
E01001312,1987
E01001313,1735
E01001314,1547
E01001315,1438
E01001316,1735
E01001317,2161
E01001318,1944
E01001319,1565
E01001320,1622
E01001321,2283
E01001322,2043
E01001323,2014
E01001324,1666
E01001325,2002
E01001326,1954
E01001327,1923
E01001328,1860
E01001329,1931
E01001330,1860
E01001331,1796
E01001332,1632
E01001333,2464
E01001334,1650
E01001335,1831
E01001336,1846
E01001337,2105
E01001338,1883
E01001339,2197
E01001340,1563
E01001341,1790
E01001342,1939
E01001343,1431
E01001344,2276
E01001345,1747
E01001346,1927
E01001347,2000
E01001348,1680
E01001349,1412
E01001350,1457
E01001351,1993
E01001352,1572
E01001353,1417
E01001354,2023
E01001355,1939
E01001356,1469
E01001357,2728
E01001358,1959
E01001359,2471
E01001360,2255
E01001361,2271
E01001362,2636
E01001363,2029
E01001364,1863
E01001365,2588
E01001366,2036
E01001367,2700
E01001368,1794
E01001369,2030
E01001370,2161
E01001371,2336
E01001372,2560
E01001373,2048
E01001374,1942
E01001375,1712
E01001376,1695
E01001377,1626
E01001379,1732
E01001380,2298
E01001381,1875
E01001382,1466
E01001383,1779
E01001384,1715
E01001385,1662
E01001386,1768
E01001387,1516
E01001388,1417
E01001389,1805
E01032572,1601
E01032743,2272
E01032744,1606
E01034026,2488
E01034027,2552
E01034028,1245
E01034029,1483
E01034030,1834
E01034031,1263
E01001390,1800
E01001391,1753
E01001392,1847
E01001393,1963
E01001394,2025
E01001395,1634
E01001396,1477
E01001397,2140
E01001398,1344
E01001399,1485
E01001400,1558
E01001401,1410
E01001402,1868
E01001403,1707
E01001404,1497
E01001405,1813
E01001406,1672
E01001407,1582
E01001408,1670
E01001409,2050
E01001410,2185
E01001411,1881
E01001412,1781
E01001413,1636
E01001414,1687
E01001415,2052
E01001416,1739
E01001417,1892
E01001418,1710
E01001419,1977
E01001420,1826
E01001421,1683
E01001422,1701
E01001423,1721
E01001424,1217
E01001425,2007
E01001426,1798
E01001427,1730
E01001428,1723
E01001429,2294
E01001430,1985
E01001431,1768
E01001432,1879
E01001433,1806
E01001434,1591
E01001435,1538
E01001436,1971
E01001437,2324
E01001438,1669
E01001439,2110
E01001440,1676
E01001441,1644
E01001442,1696
E01001444,1912
E01001445,2797
E01001446,1852
E01001447,1978
E01001448,1999
E01001449,1615
E01001450,2365
E01001451,1640
E01001452,1358
E01001453,1688
E01001454,1726
E01001455,1466
E01001456,1437
E01001457,1825
E01001458,1830
E01001459,1730
E01001460,2110
E01001461,1593
E01001462,1447
E01001463,1562
E01001464,1301
E01001465,1591
E01001466,1985
E01001467,1989
E01001468,1387
E01001469,1751
E01001470,1655
E01001471,1929
E01001472,1675
E01001473,1626
E01001474,1885
E01001475,1800
E01001476,1753
E01001477,2006
E01001478,1671
E01001479,1789
E01001480,1576
E01001481,1793
E01001482,1954
E01001483,1185
E01001484,1440
E01001485,1891
E01001486,2133
E01001487,1949
E01001488,1961
E01001489,1928
E01001491,1957
E01001492,2034
E01001493,1899
E01001494,1491
E01001495,1830
E01001496,1905
E01001497,1478
E01001498,1845
E01001499,1556
E01001500,1598
E01001501,2195
E01001502,1938
E01001503,1923
E01001504,2132
E01001505,1951
E01001507,2585
E01001508,2459
E01001509,1755
E01001511,1889
E01001512,2289
E01001513,1980
E01001514,1745
E01001515,2015
E01001516,2103
E01001517,2028
E01001518,1690
E01001520,1891
E01001521,1868
E01001522,1794
E01001523,1875
E01001524,1514
E01001525,1963
E01001526,1582
E01001527,2048
E01001528,1676
E01001529,1775
E01001530,1759
E01001531,1416
E01001532,1638
E01001533,1643
E01001534,1696
E01001535,1447
E01001536,1967
E01001537,1710
E01001538,1694
E01001539,1646
E01001540,1885
E01001541,1536
E01001542,1532
E01001543,1626
E01001544,1743
E01001545,1891
E01001546,1820
E01001547,2105
E01001548,1942
E01001549,2385
E01001550,1759
E01001551,1761
E01001552,1976
E01001553,1727
E01001554,1778
E01001555,2229
E01001556,1611
E01001557,1707
E01001558,2006
E01001559,2127
E01001560,1545
E01001562,2242
E01001563,1729
E01001564,1666
E01001565,1645
E01001566,1770
E01001567,1546
E01001568,1864
E01001569,1756
E01001570,1886
E01032574,2097
E01033146,1503
E01033148,2190
E01033150,1667
E01033151,1457
E01033926,2617
E01033927,1647
E01033928,1306
E01001571,1807
E01001572,1665
E01001573,1578
E01001574,1921
E01001575,1803
E01001576,2001
E01001577,2002
E01001578,2332
E01001579,1753
E01001580,1654
E01001581,1557
E01001582,1560
E01001583,1572
E01001584,1523
E01001585,1516
E01001586,1456
E01001587,2013
E01001588,1703
E01001589,1840
E01001590,1725
E01001591,2096
E01001592,1924
E01001593,1780
E01001594,2367
E01001595,2231
E01001596,1734
E01001597,1589
E01001598,1670
E01001599,1671
E01001600,1526
E01001601,1532
E01001602,2134
E01001603,1720
E01001604,1583
E01001605,1525
E01001606,1644
E01001607,1636
E01001608,1487
E01001609,1719
E01001610,1778
E01001611,1799
E01001613,1800
E01001614,1520
E01001615,2049
E01001617,1687
E01001618,1894
E01001619,1972
E01001620,1611
E01001621,1682
E01001623,1823
E01001624,1604
E01001625,1776
E01001629,2134
E01001631,2078
E01001632,2062
E01001633,2026
E01001634,1763
E01001635,1634
E01001636,1694
E01001637,1801
E01001638,1774
E01001641,1856
E01001642,1764
E01001644,2655
E01001645,1840
E01001646,2867
E01001647,1488
E01001648,1723
E01001649,1573
E01001650,1827
E01001651,1888
E01001652,1719
E01001653,1562
E01001654,1633
E01001655,1563
E01001656,1349
E01001657,1586
E01001658,1683
E01001659,1657
E01001660,1589
E01001661,1633
E01001664,2059
E01001665,1896
E01001666,2011
E01001669,2518
E01001671,1673
E01001672,1965
E01001673,2438
E01001674,2242
E01001675,2391
E01001676,1784
E01001677,2176
E01001678,1789
E01001679,1337
E01001680,1532
E01001681,1381
E01001682,1359
E01001683,1563
E01001684,1430
E01001685,1549
E01001686,1806
E01001687,1639
E01001688,2695
E01001690,1728
E01001692,1416
E01001693,1551
E01001694,1741
E01001695,1534
E01001696,2569
E01001697,2644
E01001698,1922
E01001699,1555
E01001700,2367
E01001701,1754
E01001702,1472
E01001703,2068
E01001704,1643
E01001705,2250
E01001708,1743
E01001710,1808
E01001712,2047
E01032567,1551
E01033727,2706
E01033728,1740
E01033729,2532
E01033732,1036
E01033734,1415
E01033735,1270
E01033736,2219
E01033737,1893
E01033738,1877
E01033739,1727
E01033740,1623
E01033741,2677
E01033742,1328
E01033743,1934
E01033744,1779
E01033745,1771
E01033746,1514
E01034173,1859
E01034174,1241
E01034175,1257
E01034176,2057
E01034177,1585
E01034178,1687
E01034179,1410
E01034180,1268
E01034181,1800
E01034182,1379
E01034183,1493
E01034184,1287
E01034185,1189
E01034186,1325
E01034187,1259
E01034188,1418
E01034189,1237
E01034190,1679
E01034191,1663
E01034192,2221
E01034193,1470
E01034194,1295
E01034195,1281
E01034196,1240
E01034198,2335
E01001714,2037
E01001715,1256
E01001716,1807
E01001717,1104
E01001718,1740
E01001719,1631
E01001720,1705
E01001722,2318
E01001723,1986
E01001724,2856
E01001725,1804
E01001726,1295
E01001727,1986
E01001728,2010
E01001729,2000
E01001730,2788
E01001731,2665
E01001732,1891
E01001733,1890
E01001734,1855
E01001735,1595
E01001736,1556
E01001737,1741
E01001738,1768
E01001739,1971
E01001740,1531
E01001741,1454
E01001742,1768
E01001744,2001
E01001745,2131
E01001746,1693
E01001747,2328
E01001749,1505
E01001750,2190
E01001751,1511
E01001753,1523
E01001755,1650
E01001756,2044
E01001757,1570
E01001758,2619
E01001759,1672
E01001760,1925
E01001761,1821
E01001762,1692
E01001763,1780
E01001764,1758
E01001765,1861
E01001767,1585
E01001768,1813
E01001769,1501
E01001770,1715
E01001772,1818
E01001773,2500
E01001774,1978
E01001775,1665
E01001776,1740
E01001777,2657
E01001780,1816
E01001781,1592
E01001783,1618
E01001784,1770
E01001785,1590
